id	ts	host	level	latency_ms	bytes	msg
2029	1700026377	cache-1	INFO	703	34557	wrote batch
2030	1700026390	web-1	INFO	710	34574	auth ok
2031	1700026403	web-2	WARN	717	34591	rate limited
2032	1700026416	api-1	DEBUG	724	34608	accepted connection
2033	1700026429	api-2	ERROR	731	34625	query ok
2034	1700026442	worker-a	INFO	738	34642	cache miss
2035	1700026455	worker-b	INFO	745	34659	retry scheduled
2036	1700026468	cache-1	INFO	752	34676	timeout waiting on upstream
2037	1700026481	web-1	WARN	759	34693	wrote batch
2038	1700026494	web-2	DEBUG	766	34710	auth ok
2039	1700026507	api-1	ERROR	773	34727	rate limited
2040	1700026520	api-2	INFO	780	34744	accepted connection
2041	1700026533	worker-a	INFO	787	34761	query ok
2042	1700026546	worker-b	INFO	794	34778	cache miss
2043	1700026559	cache-1	WARN	801	34795	retry scheduled
2044	1700026572	web-1	DEBUG	808	34812	timeout waiting on upstream
2045	1700026585	web-2	ERROR	815	34829	wrote batch
2046	1700026598	api-1	INFO	822	34846	auth ok
2047	1700026611	api-2	INFO	829	34863	rate limited
2048	1700026624	worker-a	INFO	836	34880	accepted connection
2049	1700026637	worker-b	WARN	843	34897	query ok
2050	1700026650	cache-1	DEBUG	850	34914	cache miss
2051	1700026663	web-1	ERROR	857	34931	retry scheduled
2052	1700026676	web-2	INFO	864	34948	timeout waiting on upstream
2053	1700026689	api-1	INFO	871	34965	wrote batch
2054	1700026702	api-2	INFO	878	34982	auth ok
2055	1700026715	worker-a	WARN	885	34999	rate limited
2056	1700026728	worker-b	DEBUG	892	35016	accepted connection
2057	1700026741	cache-1	ERROR	899	35033	query ok
2058	1700026754	web-1	INFO	6	35050	cache miss
2059	1700026767	web-2	INFO	13	35067	retry scheduled
2060	1700026780	api-1	INFO	20	35084	timeout waiting on upstream
2061	1700026793	api-2	WARN	27	35101	wrote batch
2062	1700026806	worker-a	DEBUG	34	35118	auth ok
2063	1700026819	worker-b	ERROR	41	35135	rate limited
2064	1700026832	cache-1	INFO	48	35152	accepted connection
2065	1700026845	web-1	INFO	55	35169	query ok
2066	1700026858	web-2	INFO	62	35186	cache miss
2067	1700026871	api-1	WARN	69	35203	retry scheduled
2068	1700026884	api-2	DEBUG	76	35220	timeout waiting on upstream
2069	1700026897	worker-a	ERROR	83	35237	wrote batch
2070	1700026910	worker-b	INFO	90	35254	auth ok
2071	1700026923	cache-1	INFO	97	35271	rate limited
2072	1700026936	web-1	INFO	104	35288	accepted connection
2073	1700026949	web-2	WARN	111	35305	query ok
2074	1700026962	api-1	DEBUG	118	35322	cache miss
2075	1700026975	api-2	ERROR	125	35339	retry scheduled
2076	1700026988	worker-a	INFO	132	35356	timeout waiting on upstream
2077	1700027001	worker-b	INFO	139	35373	wrote batch
2078	1700027014	cache-1	INFO	146	35390	auth ok
2079	1700027027	web-1	WARN	153	35407	rate limited
2080	1700027040	web-2	DEBUG	160	35424	accepted connection
2081	1700027053	api-1	ERROR	167	35441	query ok
2082	1700027066	api-2	INFO	174	35458	cache miss
2083	1700027079	worker-a	INFO	181	35475	retry scheduled
2084	1700027092	worker-b	INFO	188	35492	timeout waiting on upstream
2085	1700027105	cache-1	WARN	195	35509	wrote batch
2086	1700027118	web-1	DEBUG	202	35526	auth ok
2087	1700027131	web-2	ERROR	209	35543	rate limited
2088	1700027144	api-1	INFO	216	35560	accepted connection
2089	1700027157	api-2	INFO	223	35577	query ok
2090	1700027170	worker-a	INFO	230	35594	cache miss
2091	1700027183	worker-b	WARN	237	35611	retry scheduled
2092	1700027196	cache-1	DEBUG	244	35628	timeout waiting on upstream
2093	1700027209	web-1	ERROR	251	35645	wrote batch
2094	1700027222	web-2	INFO	258	35662	auth ok
2095	1700027235	api-1	INFO	265	35679	rate limited
2096	1700027248	api-2	INFO	272	35696	accepted connection
2097	1700027261	worker-a	WARN	279	35713	query ok
2098	1700027274	worker-b	DEBUG	286	35730	cache miss
2099	1700027287	cache-1	ERROR	293	35747	retry scheduled
2100	1700027300	web-1	INFO	300	35764	timeout waiting on upstream
2101	1700027313	web-2	INFO	307	35781	wrote batch
2102	1700027326	api-1	INFO	314	35798	auth ok
2103	1700027339	api-2	WARN	321	35815	rate limited
2104	1700027352	worker-a	DEBUG	328	35832	accepted connection
2105	1700027365	worker-b	ERROR	335	35849	query ok
2106	1700027378	cache-1	INFO	342	35866	cache miss
2107	1700027391	web-1	INFO	349	35883	retry scheduled
2108	1700027404	web-2	INFO	356	35900	timeout waiting on upstream
2109	1700027417	api-1	WARN	363	35917	wrote batch
2110	1700027430	api-2	DEBUG	370	35934	auth ok
2111	1700027443	worker-a	ERROR	377	35951	rate limited
2112	1700027456	worker-b	INFO	384	35968	accepted connection
2113	1700027469	cache-1	INFO	391	35985	query ok
2114	1700027482	web-1	INFO	398	36002	cache miss
2115	1700027495	web-2	WARN	405	36019	retry scheduled
2116	1700027508	api-1	DEBUG	412	36036	timeout waiting on upstream
2117	1700027521	api-2	ERROR	419	36053	wrote batch
2118	1700027534	worker-a	INFO	426	36070	auth ok
2119	1700027547	worker-b	INFO	433	36087	rate limited
2120	1700027560	cache-1	INFO	440	36104	accepted connection
2121	1700027573	web-1	WARN	447	36121	query ok
2122	1700027586	web-2	DEBUG	454	36138	cache miss
2123	1700027599	api-1	ERROR	461	36155	retry scheduled
2124	1700027612	api-2	INFO	468	36172	timeout waiting on upstream
2125	1700027625	worker-a	INFO	475	36189	wrote batch
2126	1700027638	worker-b	INFO	482	36206	auth ok
2127	1700027651	cache-1	WARN	489	36223	rate limited
2128	1700027664	web-1	DEBUG	496	36240	accepted connection
2129	1700027677	web-2	ERROR	503	36257	query ok
2130	1700027690	api-1	INFO	510	36274	cache miss
2131	1700027703	api-2	INFO	517	36291	retry scheduled
2132	1700027716	worker-a	INFO	524	36308	timeout waiting on upstream
2133	1700027729	worker-b	WARN	531	36325	wrote batch
2134	1700027742	cache-1	DEBUG	538	36342	auth ok
2135	1700027755	web-1	ERROR	545	36359	rate limited
2136	1700027768	web-2	INFO	552	36376	accepted connection
2137	1700027781	api-1	INFO	559	36393	query ok
2138	1700027794	api-2	INFO	566	36410	cache miss
2139	1700027807	worker-a	WARN	573	36427	retry scheduled
2140	1700027820	worker-b	DEBUG	580	36444	timeout waiting on upstream
2141	1700027833	cache-1	ERROR	587	36461	wrote batch
2142	1700027846	web-1	INFO	594	36478	auth ok
2143	1700027859	web-2	INFO	601	36495	rate limited
2144	1700027872	api-1	INFO	608	36512	accepted connection
2145	1700027885	api-2	WARN	615	36529	query ok
2146	1700027898	worker-a	DEBUG	622	36546	cache miss
2147	1700027911	worker-b	ERROR	629	36563	retry scheduled
2148	1700027924	cache-1	INFO	636	36580	timeout waiting on upstream
2149	1700027937	web-1	INFO	643	36597	wrote batch
2150	1700027950	web-2	INFO	650	36614	auth ok
2151	1700027963	api-1	WARN	657	36631	rate limited
2152	1700027976	api-2	DEBUG	664	36648	accepted connection
2153	1700027989	worker-a	ERROR	671	36665	query ok
2154	1700028002	worker-b	INFO	678	36682	cache miss
2155	1700028015	cache-1	INFO	685	36699	retry scheduled
2156	1700028028	web-1	INFO	692	36716	timeout waiting on upstream
2157	1700028041	web-2	WARN	699	36733	wrote batch
2158	1700028054	api-1	DEBUG	706	36750	auth ok
2159	1700028067	api-2	ERROR	713	36767	rate limited
2160	1700028080	worker-a	INFO	720	36784	accepted connection
2161	1700028093	worker-b	INFO	727	36801	query ok
2162	1700028106	cache-1	INFO	734	36818	cache miss
2163	1700028119	web-1	WARN	741	36835	retry scheduled
2164	1700028132	web-2	DEBUG	748	36852	timeout waiting on upstream
2165	1700028145	api-1	ERROR	755	36869	wrote batch
2166	1700028158	api-2	INFO	762	36886	auth ok
2167	1700028171	worker-a	INFO	769	36903	rate limited
2168	1700028184	worker-b	INFO	776	36920	accepted connection
2169	1700028197	cache-1	WARN	783	36937	query ok
2170	1700028210	web-1	DEBUG	790	36954	cache miss
2171	1700028223	web-2	ERROR	797	36971	retry scheduled
2172	1700028236	api-1	INFO	804	36988	timeout waiting on upstream
2173	1700028249	api-2	INFO	811	37005	wrote batch
2174	1700028262	worker-a	INFO	818	37022	auth ok
2175	1700028275	worker-b	WARN	825	37039	rate limited
2176	1700028288	cache-1	DEBUG	832	37056	accepted connection
2177	1700028301	web-1	ERROR	839	37073	query ok
2178	1700028314	web-2	INFO	846	37090	cache miss
2179	1700028327	api-1	INFO	853	37107	retry scheduled
2180	1700028340	api-2	INFO	860	37124	timeout waiting on upstream
2181	1700028353	worker-a	WARN	867	37141	wrote batch
2182	1700028366	worker-b	DEBUG	874	37158	auth ok
2183	1700028379	cache-1	ERROR	881	37175	rate limited
2184	1700028392	web-1	INFO	888	37192	accepted connection
2185	1700028405	web-2	INFO	895	37209	query ok
2186	1700028418	api-1	INFO	2	37226	cache miss
2187	1700028431	api-2	WARN	9	37243	retry scheduled
2188	1700028444	worker-a	DEBUG	16	37260	timeout waiting on upstream
2189	1700028457	worker-b	ERROR	23	37277	wrote batch
2190	1700028470	cache-1	INFO	30	37294	auth ok
2191	1700028483	web-1	INFO	37	37311	rate limited
2192	1700028496	web-2	INFO	44	37328	accepted connection
2193	1700028509	api-1	WARN	51	37345	query ok
2194	1700028522	api-2	DEBUG	58	37362	cache miss
2195	1700028535	worker-a	ERROR	65	37379	retry scheduled
2196	1700028548	worker-b	INFO	72	37396	timeout waiting on upstream
2197	1700028561	cache-1	INFO	79	37413	wrote batch
2198	1700028574	web-1	INFO	86	37430	auth ok
2199	1700028587	web-2	WARN	93	37447	rate limited
2200	1700028600	api-1	DEBUG	100	37464	accepted connection
2201	1700028613	api-2	ERROR	107	37481	query ok
2202	1700028626	worker-a	INFO	114	37498	cache miss
2203	1700028639	worker-b	INFO	121	37515	retry scheduled
2204	1700028652	cache-1	INFO	128	37532	timeout waiting on upstream
2205	1700028665	web-1	WARN	135	37549	wrote batch
2206	1700028678	web-2	DEBUG	142	37566	auth ok
2207	1700028691	api-1	ERROR	149	37583	rate limited
2208	1700028704	api-2	INFO	156	37600	accepted connection
2209	1700028717	worker-a	INFO	163	37617	query ok
2210	1700028730	worker-b	INFO	170	37634	cache miss
2211	1700028743	cache-1	WARN	177	37651	retry scheduled
2212	1700028756	web-1	DEBUG	184	37668	timeout waiting on upstream
2213	1700028769	web-2	ERROR	191	37685	wrote batch
2214	1700028782	api-1	INFO	198	37702	auth ok
2215	1700028795	api-2	INFO	205	37719	rate limited
2216	1700028808	worker-a	INFO	212	37736	accepted connection
2217	1700028821	worker-b	WARN	219	37753	query ok
2218	1700028834	cache-1	DEBUG	226	37770	cache miss
2219	1700028847	web-1	ERROR	233	37787	retry scheduled
2220	1700028860	web-2	INFO	240	37804	timeout waiting on upstream
2221	1700028873	api-1	INFO	247	37821	wrote batch
2222	1700028886	api-2	INFO	254	37838	auth ok
2223	1700028899	worker-a	WARN	261	37855	rate limited
2224	1700028912	worker-b	DEBUG	268	37872	accepted connection
2225	1700028925	cache-1	ERROR	275	37889	query ok
2226	1700028938	web-1	INFO	282	37906	cache miss
2227	1700028951	web-2	INFO	289	37923	retry scheduled
2228	1700028964	api-1	INFO	296	37940	timeout waiting on upstream
2229	1700028977	api-2	WARN	303	37957	wrote batch
2230	1700028990	worker-a	DEBUG	310	37974	auth ok
2231	1700029003	worker-b	ERROR	317	37991	rate limited
2232	1700029016	cache-1	INFO	324	38008	accepted connection
2233	1700029029	web-1	INFO	331	38025	query ok
2234	1700029042	web-2	INFO	338	38042	cache miss
2235	1700029055	api-1	WARN	345	38059	retry scheduled
2236	1700029068	api-2	DEBUG	352	38076	timeout waiting on upstream
2237	1700029081	worker-a	ERROR	359	38093	wrote batch
2238	1700029094	worker-b	INFO	366	38110	auth ok
2239	1700029107	cache-1	INFO	373	38127	rate limited
2240	1700029120	web-1	INFO	380	38144	accepted connection
2241	1700029133	web-2	WARN	387	38161	query ok
2242	1700029146	api-1	DEBUG	394	38178	cache miss
2243	1700029159	api-2	ERROR	401	38195	retry scheduled
2244	1700029172	worker-a	INFO	408	38212	timeout waiting on upstream
2245	1700029185	worker-b	INFO	415	38229	wrote batch
2246	1700029198	cache-1	INFO	422	38246	auth ok
2247	1700029211	web-1	WARN	429	38263	rate limited
2248	1700029224	web-2	DEBUG	436	38280	accepted connection
2249	1700029237	api-1	ERROR	443	38297	query ok
2250	1700029250	api-2	INFO	450	38314	cache miss
2251	1700029263	worker-a	INFO	457	38331	retry scheduled
2252	1700029276	worker-b	INFO	464	38348	timeout waiting on upstream
2253	1700029289	cache-1	WARN	471	38365	wrote batch
2254	1700029302	web-1	DEBUG	478	38382	auth ok
2255	1700029315	web-2	ERROR	485	38399	rate limited
2256	1700029328	api-1	INFO	492	38416	accepted connection
2257	1700029341	api-2	INFO	499	38433	query ok
2258	1700029354	worker-a	INFO	506	38450	cache miss
2259	1700029367	worker-b	WARN	513	38467	retry scheduled
2260	1700029380	cache-1	DEBUG	520	38484	timeout waiting on upstream
2261	1700029393	web-1	ERROR	527	38501	wrote batch
2262	1700029406	web-2	INFO	534	38518	auth ok
2263	1700029419	api-1	INFO	541	38535	rate limited
2264	1700029432	api-2	INFO	548	38552	accepted connection
2265	1700029445	worker-a	WARN	555	38569	query ok
2266	1700029458	worker-b	DEBUG	562	38586	cache miss
2267	1700029471	cache-1	ERROR	569	38603	retry scheduled
2268	1700029484	web-1	INFO	576	38620	timeout waiting on upstream
2269	1700029497	web-2	INFO	583	38637	wrote batch
2270	1700029510	api-1	INFO	590	38654	auth ok
2271	1700029523	api-2	WARN	597	38671	rate limited
2272	1700029536	worker-a	DEBUG	604	38688	accepted connection
2273	1700029549	worker-b	ERROR	611	38705	query ok
2274	1700029562	cache-1	INFO	618	38722	cache miss
2275	1700029575	web-1	INFO	625	38739	retry scheduled
2276	1700029588	web-2	INFO	632	38756	timeout waiting on upstream
2277	1700029601	api-1	WARN	639	38773	wrote batch
2278	1700029614	api-2	DEBUG	646	38790	auth ok
2279	1700029627	worker-a	ERROR	653	38807	rate limited
2280	1700029640	worker-b	INFO	660	38824	accepted connection
2281	1700029653	cache-1	INFO	667	38841	query ok
2282	1700029666	web-1	INFO	674	38858	cache miss
2283	1700029679	web-2	WARN	681	38875	retry scheduled
2284	1700029692	api-1	DEBUG	688	38892	timeout waiting on upstream
2285	1700029705	api-2	ERROR	695	38909	wrote batch
2286	1700029718	worker-a	INFO	702	38926	auth ok
2287	1700029731	worker-b	INFO	709	38943	rate limited
2288	1700029744	cache-1	INFO	716	38960	accepted connection
2289	1700029757	web-1	WARN	723	38977	query ok
2290	1700029770	web-2	DEBUG	730	38994	cache miss
2291	1700029783	api-1	ERROR	737	39011	retry scheduled
2292	1700029796	api-2	INFO	744	39028	timeout waiting on upstream
2293	1700029809	worker-a	INFO	751	39045	wrote batch
2294	1700029822	worker-b	INFO	758	39062	auth ok
2295	1700029835	cache-1	WARN	765	39079	rate limited
2296	1700029848	web-1	DEBUG	772	39096	accepted connection
2297	1700029861	web-2	ERROR	779	39113	query ok
2298	1700029874	api-1	INFO	786	39130	cache miss
2299	1700029887	api-2	INFO	793	39147	retry scheduled
2300	1700029900	worker-a	INFO	800	39164	timeout waiting on upstream
2301	1700029913	worker-b	WARN	807	39181	wrote batch
2302	1700029926	cache-1	DEBUG	814	39198	auth ok
2303	1700029939	web-1	ERROR	821	39215	rate limited
2304	1700029952	web-2	INFO	828	39232	accepted connection
2305	1700029965	api-1	INFO	835	39249	query ok
2306	1700029978	api-2	INFO	842	39266	cache miss
2307	1700029991	worker-a	WARN	849	39283	retry scheduled
2308	1700030004	worker-b	DEBUG	856	39300	timeout waiting on upstream
2309	1700030017	cache-1	ERROR	863	39317	wrote batch
2310	1700030030	web-1	INFO	870	39334	auth ok
2311	1700030043	web-2	INFO	877	39351	rate limited
2312	1700030056	api-1	INFO	884	39368	accepted connection
2313	1700030069	api-2	WARN	891	39385	query ok
2314	1700030082	worker-a	DEBUG	898	39402	cache miss
2315	1700030095	worker-b	ERROR	5	39419	retry scheduled
2316	1700030108	cache-1	INFO	12	39436	timeout waiting on upstream
2317	1700030121	web-1	INFO	19	39453	wrote batch
2318	1700030134	web-2	INFO	26	39470	auth ok
2319	1700030147	api-1	WARN	33	39487	rate limited
2320	1700030160	api-2	DEBUG	40	39504	accepted connection
2321	1700030173	worker-a	ERROR	47	39521	query ok
2322	1700030186	worker-b	INFO	54	39538	cache miss
2323	1700030199	cache-1	INFO	61	39555	retry scheduled
2324	1700030212	web-1	INFO	68	39572	timeout waiting on upstream
2325	1700030225	web-2	WARN	75	39589	wrote batch
2326	1700030238	api-1	DEBUG	82	39606	auth ok
2327	1700030251	api-2	ERROR	89	39623	rate limited
2328	1700030264	worker-a	INFO	96	39640	accepted connection
2329	1700030277	worker-b	INFO	103	39657	query ok
2330	1700030290	cache-1	INFO	110	39674	cache miss
2331	1700030303	web-1	WARN	117	39691	retry scheduled
2332	1700030316	web-2	DEBUG	124	39708	timeout waiting on upstream
2333	1700030329	api-1	ERROR	131	39725	wrote batch
2334	1700030342	api-2	INFO	138	39742	auth ok
2335	1700030355	worker-a	INFO	145	39759	rate limited
2336	1700030368	worker-b	INFO	152	39776	accepted connection
2337	1700030381	cache-1	WARN	159	39793	query ok
2338	1700030394	web-1	DEBUG	166	39810	cache miss
2339	1700030407	web-2	ERROR	173	39827	retry scheduled
2340	1700030420	api-1	INFO	180	39844	timeout waiting on upstream
2341	1700030433	api-2	INFO	187	39861	wrote batch
2342	1700030446	worker-a	INFO	194	39878	auth ok
2343	1700030459	worker-b	WARN	201	39895	rate limited
2344	1700030472	cache-1	DEBUG	208	39912	accepted connection
2345	1700030485	web-1	ERROR	215	39929	query ok
2346	1700030498	web-2	INFO	222	39946	cache miss
2347	1700030511	api-1	INFO	229	39963	retry scheduled
2348	1700030524	api-2	INFO	236	39980	timeout waiting on upstream
2349	1700030537	worker-a	WARN	243	39997	wrote batch
2350	1700030550	worker-b	DEBUG	250	40014	auth ok
2351	1700030563	cache-1	ERROR	257	40031	rate limited
2352	1700030576	web-1	INFO	264	40048	accepted connection
2353	1700030589	web-2	INFO	271	40065	query ok
2354	1700030602	api-1	INFO	278	40082	cache miss
2355	1700030615	api-2	WARN	285	40099	retry scheduled
2356	1700030628	worker-a	DEBUG	292	40116	timeout waiting on upstream
2357	1700030641	worker-b	ERROR	299	40133	wrote batch
2358	1700030654	cache-1	INFO	306	40150	auth ok
2359	1700030667	web-1	INFO	313	40167	rate limited
2360	1700030680	web-2	INFO	320	40184	accepted connection
2361	1700030693	api-1	WARN	327	40201	query ok
2362	1700030706	api-2	DEBUG	334	40218	cache miss
2363	1700030719	worker-a	ERROR	341	40235	retry scheduled
2364	1700030732	worker-b	INFO	348	40252	timeout waiting on upstream
2365	1700030745	cache-1	INFO	355	40269	wrote batch
2366	1700030758	web-1	INFO	362	40286	auth ok
2367	1700030771	web-2	WARN	369	40303	rate limited
2368	1700030784	api-1	DEBUG	376	40320	accepted connection
2369	1700030797	api-2	ERROR	383	40337	query ok
2370	1700030810	worker-a	INFO	390	40354	cache miss
2371	1700030823	worker-b	INFO	397	40371	retry scheduled
2372	1700030836	cache-1	INFO	404	40388	timeout waiting on upstream
2373	1700030849	web-1	WARN	411	40405	wrote batch
2374	1700030862	web-2	DEBUG	418	40422	auth ok
2375	1700030875	api-1	ERROR	425	40439	rate limited
2376	1700030888	api-2	INFO	432	40456	accepted connection
2377	1700030901	worker-a	INFO	439	40473	query ok
2378	1700030914	worker-b	INFO	446	40490	cache miss
2379	1700030927	cache-1	WARN	453	40507	retry scheduled
2380	1700030940	web-1	DEBUG	460	40524	timeout waiting on upstream
2381	1700030953	web-2	ERROR	467	40541	wrote batch
2382	1700030966	api-1	INFO	474	40558	auth ok
2383	1700030979	api-2	INFO	481	40575	rate limited
2384	1700030992	worker-a	INFO	488	40592	accepted connection
2385	1700031005	worker-b	WARN	495	40609	query ok
2386	1700031018	cache-1	DEBUG	502	40626	cache miss
2387	1700031031	web-1	ERROR	509	40643	retry scheduled
2388	1700031044	web-2	INFO	516	40660	timeout waiting on upstream
2389	1700031057	api-1	INFO	523	40677	wrote batch
2390	1700031070	api-2	INFO	530	40694	auth ok
2391	1700031083	worker-a	WARN	537	40711	rate limited
2392	1700031096	worker-b	DEBUG	544	40728	accepted connection
2393	1700031109	cache-1	ERROR	551	40745	query ok
2394	1700031122	web-1	INFO	558	40762	cache miss
2395	1700031135	web-2	INFO	565	40779	retry scheduled
2396	1700031148	api-1	INFO	572	40796	timeout waiting on upstream
2397	1700031161	api-2	WARN	579	40813	wrote batch
2398	1700031174	worker-a	DEBUG	586	40830	auth ok
2399	1700031187	worker-b	ERROR	593	40847	rate limited
2400	1700031200	cache-1	INFO	600	40864	accepted connection
2401	1700031213	web-1	INFO	607	40881	query ok
2402	1700031226	web-2	INFO	614	40898	cache miss
2403	1700031239	api-1	WARN	621	40915	retry scheduled
2404	1700031252	api-2	DEBUG	628	40932	timeout waiting on upstream
2405	1700031265	worker-a	ERROR	635	40949	wrote batch
2406	1700031278	worker-b	INFO	642	40966	auth ok
2407	1700031291	cache-1	INFO	649	40983	rate limited
2408	1700031304	web-1	INFO	656	41000	accepted connection
2409	1700031317	web-2	WARN	663	41017	query ok
2410	1700031330	api-1	DEBUG	670	41034	cache miss
2411	1700031343	api-2	ERROR	677	41051	retry scheduled
2412	1700031356	worker-a	INFO	684	41068	timeout waiting on upstream
2413	1700031369	worker-b	INFO	691	41085	wrote batch
2414	1700031382	cache-1	INFO	698	41102	auth ok
2415	1700031395	web-1	WARN	705	41119	rate limited
2416	1700031408	web-2	DEBUG	712	41136	accepted connection
2417	1700031421	api-1	ERROR	719	41153	query ok
2418	1700031434	api-2	INFO	726	41170	cache miss
2419	1700031447	worker-a	INFO	733	41187	retry scheduled
2420	1700031460	worker-b	INFO	740	41204	timeout waiting on upstream
2421	1700031473	cache-1	WARN	747	41221	wrote batch
2422	1700031486	web-1	DEBUG	754	41238	auth ok
2423	1700031499	web-2	ERROR	761	41255	rate limited
2424	1700031512	api-1	INFO	768	41272	accepted connection
2425	1700031525	api-2	INFO	775	41289	query ok
2426	1700031538	worker-a	INFO	782	41306	cache miss
2427	1700031551	worker-b	WARN	789	41323	retry scheduled
2428	1700031564	cache-1	DEBUG	796	41340	timeout waiting on upstream
2429	1700031577	web-1	ERROR	803	41357	wrote batch
2430	1700031590	web-2	INFO	810	41374	auth ok
2431	1700031603	api-1	INFO	817	41391	rate limited
2432	1700031616	api-2	INFO	824	41408	accepted connection
2433	1700031629	worker-a	WARN	831	41425	query ok
2434	1700031642	worker-b	DEBUG	838	41442	cache miss
2435	1700031655	cache-1	ERROR	845	41459	retry scheduled
2436	1700031668	web-1	INFO	852	41476	timeout waiting on upstream
2437	1700031681	web-2	INFO	859	41493	wrote batch
2438	1700031694	api-1	INFO	866	41510	auth ok
2439	1700031707	api-2	WARN	873	41527	rate limited
2440	1700031720	worker-a	DEBUG	880	41544	accepted connection
2441	1700031733	worker-b	ERROR	887	41561	query ok
2442	1700031746	cache-1	INFO	894	41578	cache miss
2443	1700031759	web-1	INFO	1	41595	retry scheduled
2444	1700031772	web-2	INFO	8	41612	timeout waiting on upstream
2445	1700031785	api-1	WARN	15	41629	wrote batch
2446	1700031798	api-2	DEBUG	22	41646	auth ok
2447	1700031811	worker-a	ERROR	29	41663	rate limited
2448	1700031824	worker-b	INFO	36	41680	accepted connection
2449	1700031837	cache-1	INFO	43	41697	query ok
2450	1700031850	web-1	INFO	50	41714	cache miss
2451	1700031863	web-2	WARN	57	41731	retry scheduled
2452	1700031876	api-1	DEBUG	64	41748	timeout waiting on upstream
2453	1700031889	api-2	ERROR	71	41765	wrote batch
2454	1700031902	worker-a	INFO	78	41782	auth ok
2455	1700031915	worker-b	INFO	85	41799	rate limited
2456	1700031928	cache-1	INFO	92	41816	accepted connection
2457	1700031941	web-1	WARN	99	41833	query ok
2458	1700031954	web-2	DEBUG	106	41850	cache miss
2459	1700031967	api-1	ERROR	113	41867	retry scheduled
2460	1700031980	api-2	INFO	120	41884	timeout waiting on upstream
2461	1700031993	worker-a	INFO	127	41901	wrote batch
2462	1700032006	worker-b	INFO	134	41918	auth ok
2463	1700032019	cache-1	WARN	141	41935	rate limited
2464	1700032032	web-1	DEBUG	148	41952	accepted connection
2465	1700032045	web-2	ERROR	155	41969	query ok
2466	1700032058	api-1	INFO	162	41986	cache miss
2467	1700032071	api-2	INFO	169	42003	retry scheduled
2468	1700032084	worker-a	INFO	176	42020	timeout waiting on upstream
2469	1700032097	worker-b	WARN	183	42037	wrote batch
2470	1700032110	cache-1	DEBUG	190	42054	auth ok
2471	1700032123	web-1	ERROR	197	42071	rate limited
2472	1700032136	web-2	INFO	204	42088	accepted connection
2473	1700032149	api-1	INFO	211	42105	query ok
2474	1700032162	api-2	INFO	218	42122	cache miss
2475	1700032175	worker-a	WARN	225	42139	retry scheduled
2476	1700032188	worker-b	DEBUG	232	42156	timeout waiting on upstream
2477	1700032201	cache-1	ERROR	239	42173	wrote batch
2478	1700032214	web-1	INFO	246	42190	auth ok
2479	1700032227	web-2	INFO	253	42207	rate limited
2480	1700032240	api-1	INFO	260	42224	accepted connection
2481	1700032253	api-2	WARN	267	42241	query ok
2482	1700032266	worker-a	DEBUG	274	42258	cache miss
2483	1700032279	worker-b	ERROR	281	42275	retry scheduled
2484	1700032292	cache-1	INFO	288	42292	timeout waiting on upstream
2485	1700032305	web-1	INFO	295	42309	wrote batch
2486	1700032318	web-2	INFO	302	42326	auth ok
2487	1700032331	api-1	WARN	309	42343	rate limited
2488	1700032344	api-2	DEBUG	316	42360	accepted connection
2489	1700032357	worker-a	ERROR	323	42377	query ok
2490	1700032370	worker-b	INFO	330	42394	cache miss
2491	1700032383	cache-1	INFO	337	42411	retry scheduled
2492	1700032396	web-1	INFO	344	42428	timeout waiting on upstream
2493	1700032409	web-2	WARN	351	42445	wrote batch
2494	1700032422	api-1	DEBUG	358	42462	auth ok
2495	1700032435	api-2	ERROR	365	42479	rate limited
2496	1700032448	worker-a	INFO	372	42496	accepted connection
2497	1700032461	worker-b	INFO	379	42513	query ok
2498	1700032474	cache-1	INFO	386	42530	cache miss
2499	1700032487	web-1	WARN	393	42547	retry scheduled
2500	1700032500	web-2	DEBUG	400	42564	timeout waiting on upstream
